density;residual sugar;alcohol;total sulfur dioxide;chlorides;free sulfur dioxide;volatile acidity;citric acid;quality
0.9993;18.2;9.4;168.0;0.048;52.0;0.26;0.27;5
0.9908;2.9;11.7;83.0;0.032;32.0;0.19;0.42;6
0.9917;1.5;11.4;107.0;0.037;35.0;0.2;0.4;6
0.9976;11.8;8.8;163.0;0.044;62.0;0.37;0.51;5
0.9934;1.4;9.2;108.0;0.069;22.0;0.35;0.07;5
1.0;18.2;8.7;252.0;0.046;55.0;0.27;0.31;5
0.9918;6.3;12.6;170.0;0.035;33.0;0.22;0.31;6
0.992;1.3;10.0;168.0;0.04;87.0;0.27;0.12;5
0.9896;4.0;12.8;99.0;0.031;40.0;0.28;0.34;7
0.9932;1.2;9.4;125.0;0.049;13.0;0.49;0.24;5
0.992;1.2;10.3;116.0;0.044;26.0;0.14;0.39;6
0.9917;1.8;11.4;93.0;0.031;30.0;0.28;0.42;5
0.9999;18.95;9.0;155.0;0.038;42.0;0.25;0.39;6
0.998;12.7;9.6;140.0;0.04;38.0;0.28;0.36;6
0.9918;1.2;10.5;85.0;0.036;32.0;0.19;0.39;5
0.9918;1.2;10.5;85.0;0.036;32.0;0.19;0.39;5
0.9999;18.95;9.0;155.0;0.038;42.0;0.25;0.39;6
0.998;12.7;9.6;140.0;0.04;38.0;0.28;0.36;6
0.9927;1.2;9.8;99.0;0.041;27.0;0.21;0.27;6
0.9959;7.7;9.0;210.0;0.047;57.0;0.26;0.22;5
0.9927;1.2;9.8;99.0;0.041;27.0;0.21;0.27;6
0.9929;1.6;10.5;137.0;0.05;33.0;0.31;0.28;6
0.9898;2.7;12.7;136.0;0.03;41.0;0.22;0.31;7
0.9954;8.7;10.4;222.0;0.045;37.0;0.21;0.28;6
0.9954;8.6;10.4;221.0;0.045;37.0;0.21;0.28;6
0.9954;8.6;10.4;221.0;0.045;37.0;0.21;0.28;6
0.9954;8.3;10.5;162.0;0.047;47.0;0.23;0.38;7
0.9954;8.7;10.4;222.0;0.045;37.0;0.21;0.28;6
0.9954;8.6;10.4;221.0;0.045;37.0;0.21;0.28;6
0.9974;13.3;9.4;194.0;0.053;48.0;0.29;0.5;5
0.9936;1.2;9.1;89.0;0.051;20.0;0.21;0.27;5
0.9978;13.6;9.3;197.0;0.056;54.0;0.31;0.47;5
0.9974;13.3;9.4;194.0;0.053;48.0;0.29;0.5;5
0.9927;1.1;9.8;84.0;0.048;19.0;0.34;0.1;5
0.9934;2.3;9.9;214.0;0.045;73.5;0.155;0.34;7
0.9938;1.5;9.2;151.0;0.108;16.0;0.55;0.09;4
0.9922;7.1;12.1;104.0;0.028;31.0;0.23;0.36;8
0.992;6.2;12.2;97.0;0.027;24.0;0.2;0.37;7
0.9935;2.5;9.8;218.5;0.042;23.0;0.28;0.32;5
0.9906;1.4;12.4;186.0;0.035;49.0;0.16;0.32;8
0.9934;2.3;9.9;214.0;0.045;73.5;0.155;0.34;7
0.9934;1.2;9.2;108.0;0.06;23.0;0.35;0.04;5
0.9913;1.6;11.6;102.0;0.028;24.0;0.22;0.37;7
0.9938;6.6;10.4;137.0;0.033;25.0;0.38;0.2;6
0.9898;2.2;12.9;126.0;0.026;54.0;0.25;0.28;8
0.9975;12.2;9.3;245.0;0.048;54.0;0.52;0.44;6
0.9975;20.8;11.0;139.0;0.031;40.0;0.24;0.36;6
0.9937;11.0;11.5;66.0;0.038;16.0;0.32;0.32;3
0.9914;2.6;12.4;156.0;0.054;30.0;0.28;0.27;5
0.9982;14.0;9.8;113.0;0.048;24.0;0.41;0.24;6
0.9982;14.0;9.8;113.0;0.048;24.0;0.41;0.24;6
0.9929;1.6;10.5;127.0;0.052;34.0;0.28;0.29;7
0.9971;9.9;9.1;174.0;0.07;21.0;0.6;0.2;5
0.9921;1.2;10.1;128.0;0.038;34.0;0.2;0.25;5
0.9931;2.7;10.6;160.0;0.042;27.0;0.46;0.14;7
0.9924;1.6;10.5;113.0;0.046;32.0;0.27;0.27;7
0.9929;1.6;10.5;127.0;0.052;34.0;0.28;0.29;7
0.9982;14.0;9.8;113.0;0.048;24.0;0.41;0.24;6
0.9892;1.5;12.9;82.0;0.022;11.0;0.23;0.31;7
0.9956;8.6;9.5;111.0;0.056;26.0;0.21;0.27;5
0.9924;1.0;9.8;218.5;0.053;31.0;0.37;0.32;6
0.9971;9.1;8.5;249.0;0.059;83.0;0.43;0.35;5
0.9956;8.6;9.5;111.0;0.056;26.0;0.21;0.27;5
0.9982;15.2;9.3;171.0;0.047;40.0;0.25;0.29;5
0.9973;12.4;9.5;162.0;0.047;50.0;0.25;0.19;5
0.9932;2.2;9.4;68.0;0.044;15.0;0.32;0.21;6
0.9976;11.0;8.7;178.0;0.047;66.0;0.39;0.62;5
0.9962;10.0;8.9;126.0;0.081;34.0;0.21;0.58;5
0.9956;9.0;9.4;141.0;0.039;54.0;0.14;0.32;6
0.9932;2.2;9.4;68.0;0.044;15.0;0.32;0.21;6
0.9976;11.0;8.7;178.0;0.047;66.0;0.39;0.62;5
0.9992;18.15;9.6;182.0;0.047;59.0;0.29;0.53;5
0.9983;12.15;9.3;158.0;0.039;21.0;0.37;0.7;6
0.9937;3.4;10.0;200.0;0.036;34.0;0.38;0.34;5
0.99;2.0;12.5;86.0;0.023;19.0;0.24;0.29;6
0.9944;4.8;9.6;132.0;0.034;34.0;0.17;0.31;7
0.9938;4.5;9.4;102.0;0.03;30.0;0.16;0.22;6
0.9965;11.0;9.5;227.0;0.029;55.0;0.24;0.51;5
0.9893;1.1;12.4;105.0;0.028;42.0;0.28;0.36;7
0.9927;1.5;10.5;115.0;0.037;29.0;0.22;0.28;6
0.994;1.7;9.2;165.0;0.073;21.0;0.55;0.13;6
0.9928;1.7;10.4;164.0;0.041;67.0;0.22;0.33;6
0.9964;8.9;9.2;172.0;0.043;31.0;0.47;0.34;5
0.9917;1.3;10.6;104.0;0.047;45.0;0.36;0.41;6
0.9972;13.3;9.5;137.0;0.044;41.0;0.25;0.24;5
0.9964;8.9;9.2;172.0;0.043;31.0;0.47;0.34;5
0.9954;6.6;9.6;200.0;0.346;79.0;0.37;0.3;5
0.993;1.5;9.7;117.0;0.028;36.0;0.18;0.38;6
0.9928;1.5;9.7;117.0;0.025;43.0;0.16;0.37;6
0.9916;1.3;10.7;90.0;0.035;32.0;0.34;0.28;6
0.9936;1.6;10.5;180.0;0.045;53.0;0.29;0.29;6
0.9962;7.6;8.9;177.0;0.047;52.0;0.26;0.31;6
0.9899;1.0;12.1;70.0;0.035;8.0;0.28;0.36;6
0.9898;1.6;12.7;65.0;0.032;12.0;0.23;0.39;7
0.996;8.9;9.9;182.0;0.039;42.0;0.19;0.26;6
0.9907;1.8;11.4;158.0;0.022;28.0;0.19;0.28;6
0.994;4.7;10.7;103.0;0.04;27.0;0.2;0.38;6
0.9913;7.0;12.5;173.0;0.025;28.0;0.44;0.13;6
0.9976;10.8;8.6;189.0;0.041;70.0;0.4;0.62;4
0.9904;1.6;12.5;147.0;0.026;43.0;0.23;0.32;6
0.992;1.0;10.0;174.0;0.04;13.0;0.335;0.34;5
0.9976;10.8;8.6;189.0;0.041;70.0;0.4;0.62;4
0.999;16.7;9.5;200.0;0.045;54.0;0.28;0.54;6
0.9975;14.2;9.6;164.0;0.038;51.0;0.19;0.58;6
0.9937;2.25;9.9;210.0;0.038;8.0;0.3;0.3;6
0.9937;2.25;9.9;210.0;0.037;8.0;0.3;0.29;5
0.998;12.2;8.9;140.0;0.053;46.0;0.18;0.31;6
0.998;12.2;8.9;140.0;0.053;46.0;0.18;0.31;6
0.9944;3.3;8.8;135.0;0.09;7.0;0.51;0.26;5
0.9938;1.9;10.0;170.0;0.048;40.0;0.24;0.27;7
0.9907;3.5;12.0;152.0;0.039;55.0;0.62;0.28;6
0.9938;1.9;10.0;170.0;0.048;40.0;0.24;0.27;7
0.9921;1.3;10.0;138.0;0.041;62.0;0.27;0.12;6
0.9908;1.8;12.1;167.0;0.042;8.0;0.34;0.35;6
0.9931;5.2;11.0;141.0;0.04;31.0;0.26;0.36;6
0.9915;1.4;11.2;55.0;0.025;27.0;0.36;0.33;6
0.9952;9.0;10.3;115.0;0.036;34.0;0.28;0.32;7
0.9926;2.2;10.4;167.0;0.051;28.0;0.31;0.26;6
0.9934;1.6;9.1;154.0;0.055;47.0;0.18;0.37;5
0.992;1.7;10.4;154.0;0.045;49.0;0.15;0.42;6
0.9918;1.9;10.8;78.0;0.05;20.0;0.13;0.28;6
0.9942;12.6;11.7;41.0;0.048;7.0;0.34;0.34;5
0.9942;2.1;9.8;143.0;0.039;8.0;0.19;0.26;5
0.9942;2.1;9.8;143.0;0.039;8.0;0.19;0.26;5
0.9901;1.3;11.4;101.0;0.038;22.0;0.25;0.4;6
0.9898;1.7;11.2;96.0;0.033;22.0;0.36;0.32;6
0.9902;1.0;11.4;72.0;0.038;6.0;0.35;0.37;5
0.9934;3.3;9.2;140.0;0.114;24.0;0.32;0.39;6
0.9906;5.0;12.5;29.0;0.04;3.0;0.31;0.46;4
0.9898;1.8;12.6;116.0;0.034;32.0;0.28;0.22;6
0.9896;1.6;12.2;104.0;0.031;24.0;0.36;0.02;6
0.9922;4.5;11.2;112.0;0.03;19.0;0.19;0.47;6
0.9947;4.9;9.7;103.0;0.048;31.0;0.1;0.35;6
0.9945;4.0;9.3;150.0;0.186;64.0;0.18;0.48;5
0.9976;13.2;9.0;178.0;0.067;53.0;0.25;0.36;6
0.9976;13.2;9.0;178.0;0.067;53.0;0.25;0.36;6
0.9976;13.2;9.0;178.0;0.067;53.0;0.25;0.36;6
0.9987;15.3;9.1;171.0;0.047;54.0;0.345;0.51;5
0.9987;15.3;9.1;171.0;0.047;54.0;0.345;0.51;5
0.9976;13.2;9.0;178.0;0.067;53.0;0.25;0.36;6
0.992;1.5;10.4;61.0;0.045;22.0;0.24;0.3;5
0.9955;4.55;9.5;211.0;0.053;41.0;0.25;0.24;6
0.9953;9.9;11.4;175.0;0.04;10.0;0.31;0.31;4
0.9976;10.4;8.7;192.0;0.05;76.0;0.46;0.65;5
0.992;1.1;9.9;167.0;0.045;14.0;0.35;0.35;6
0.9952;8.7;9.9;148.0;0.036;29.0;0.24;0.41;6
0.9983;13.9;9.0;162.0;0.047;49.0;0.28;0.17;6
0.9933;1.4;10.0;149.0;0.04;41.0;0.16;0.22;6
0.9958;7.2;9.7;172.0;0.039;38.0;0.26;0.24;6
0.9922;1.9;11.8;87.0;0.052;10.0;0.22;0.42;6
0.9928;1.7;10.2;127.0;0.044;30.0;0.18;0.31;7
0.9976;10.4;8.7;192.0;0.05;76.0;0.46;0.65;5
0.9976;13.6;9.6;168.0;0.05;40.0;0.3;0.51;7
0.9916;1.2;11.3;93.0;0.026;31.0;0.25;0.34;7
0.9901;1.6;12.1;118.0;0.028;32.0;0.28;0.34;7
0.9976;13.6;9.6;168.0;0.05;40.0;0.3;0.51;7
0.9901;1.6;12.1;118.0;0.028;32.0;0.28;0.34;7
0.9916;1.2;11.3;93.0;0.026;31.0;0.25;0.34;7
0.9982;12.2;9.4;160.0;0.046;22.0;0.35;0.71;5
0.993;1.6;10.4;137.0;0.049;16.0;0.41;0.24;6
0.9969;12.1;9.5;165.0;0.044;53.0;0.21;0.24;5
0.991;4.2;12.3;144.0;0.047;51.0;0.34;0.44;6
0.9953;9.1;9.9;150.0;0.049;31.0;0.21;0.42;7
0.9924;1.6;10.1;128.0;0.057;39.0;0.37;0.1;5
0.9969;8.8;9.2;184.0;0.063;39.0;0.34;0.27;6
0.9928;1.4;10.4;135.0;0.046;16.0;0.3;0.22;7
0.9945;4.2;9.1;165.0;0.066;38.0;0.51;0.3;5
0.9967;10.3;10.0;99.0;0.059;28.0;0.22;0.38;6
0.9944;12.4;11.5;37.0;0.051;6.0;0.35;0.34;6
0.9928;2.2;9.8;153.0;0.048;59.0;0.26;0.5;5
0.9929;2.2;9.8;154.0;0.05;61.0;0.26;0.51;6
0.9948;5.2;9.4;179.0;0.04;44.0;0.28;0.27;6
0.9976;10.8;8.7;194.0;0.051;77.0;0.41;0.66;5
0.9912;2.7;11.6;107.0;0.038;26.0;0.28;0.29;7
0.9987;16.3;8.8;181.0;0.047;44.0;0.34;0.54;5
0.99;2.7;12.7;151.0;0.032;49.0;0.2;0.34;7
0.991;1.9;11.7;138.0;0.035;39.0;0.2;0.33;7
0.9933;1.8;10.2;185.0;0.047;47.0;0.22;0.3;6
0.9933;1.8;10.2;187.0;0.047;47.0;0.23;0.29;6
0.9899;2.8;12.7;153.0;0.033;48.0;0.22;0.33;7
0.9912;2.7;11.6;107.0;0.038;26.0;0.28;0.29;7
0.9912;6.0;12.3;134.0;0.034;42.0;0.38;0.26;7
0.9976;10.8;8.7;194.0;0.051;77.0;0.41;0.66;5
0.994;4.2;9.4;111.0;0.042;25.0;0.18;0.22;5
0.9947;6.4;10.1;168.0;0.056;44.0;0.3;0.22;6
0.9954;10.7;9.7;81.0;0.042;26.0;0.24;0.22;6
0.993;1.6;10.1;134.0;0.046;32.0;0.25;0.3;7
0.9954;10.7;9.7;81.0;0.042;26.0;0.24;0.22;6
0.9963;7.9;8.9;157.0;0.049;38.0;0.26;0.3;6
0.992;1.7;10.8;136.0;0.034;37.0;0.32;0.25;7
0.9926;2.1;10.8;121.0;0.036;42.0;0.28;0.27;7
0.995;5.8;9.5;136.0;0.04;25.0;0.23;0.33;6
0.9983;14.5;9.1;148.0;0.059;6.0;0.31;0.5;5
0.992;1.2;10.9;119.0;0.037;48.0;0.2;0.37;6
0.9968;10.1;9.4;152.0;0.043;28.0;0.41;0.33;5
0.9905;1.1;10.8;131.0;0.03;10.0;0.45;0.07;5
0.9904;1.0;10.8;131.0;0.03;9.0;0.475;0.06;5
0.9926;0.9;10.5;140.0;0.051;7.0;0.27;0.38;7
0.9968;10.1;9.4;152.0;0.043;28.0;0.41;0.33;5
0.9928;4.9;10.8;127.0;0.034;26.0;0.29;0.37;6
0.9949;11.4;10.5;115.0;0.036;31.0;0.27;0.29;8
0.9909;1.4;11.5;55.0;0.036;14.0;0.19;0.4;7
0.9937;1.4;9.4;160.0;0.18;36.0;0.3;0.35;6
0.9914;1.4;10.8;106.0;0.045;31.0;0.24;0.4;6
0.9905;1.1;10.8;131.0;0.03;10.0;0.45;0.07;5
0.9904;1.0;10.8;131.0;0.03;9.0;0.475;0.06;5
0.9924;1.5;9.8;134.0;0.052;34.0;0.26;0.49;6
0.9924;1.5;9.8;134.0;0.052;34.0;0.26;0.49;6
0.9965;7.5;9.6;158.0;0.049;38.0;0.25;0.29;5
0.9965;7.5;9.6;158.0;0.049;38.0;0.25;0.29;5
0.9993;17.75;9.5;161.0;0.044;48.0;0.28;0.25;5
0.9965;5.7;10.7;94.0;0.061;12.0;0.37;0.35;6
0.9908;3.2;12.4;119.0;0.037;29.0;0.36;0.28;8
0.992;4.3;11.1;95.0;0.032;9.0;0.24;0.4;6
0.9978;11.0;8.8;133.0;0.047;37.0;0.23;0.68;5
0.9978;10.9;8.7;133.0;0.045;38.0;0.21;0.68;5
0.9978;10.9;8.7;133.0;0.045;38.0;0.21;0.68;5
0.9978;11.0;8.8;133.0;0.047;37.0;0.23;0.68;5
0.9912;2.4;11.7;101.0;0.037;18.0;0.32;0.33;7
0.9928;1.9;10.9;195.0;0.051;52.0;0.26;0.27;6
0.9928;1.8;10.8;190.0;0.051;52.0;0.24;0.27;6
0.993;1.4;9.6;135.0;0.057;33.0;0.19;0.3;6
0.9993;16.8;9.0;222.0;0.084;59.0;0.46;0.41;5
0.9965;8.9;9.0;171.0;0.083;50.0;0.26;0.43;5
0.9937;6.6;10.4;141.0;0.043;22.0;0.32;0.12;6
0.9913;1.1;11.4;64.0;0.045;3.0;0.24;0.34;5
0.9934;1.4;9.3;128.0;0.066;27.0;0.36;0.06;5
0.9952;13.3;11.0;130.0;0.039;49.0;0.24;0.29;8
0.9983;10.4;9.1;177.0;0.096;22.0;0.56;0.12;4
0.9957;6.2;9.4;228.0;0.048;31.0;0.32;0.24;6
0.9957;6.2;9.4;228.0;0.048;31.0;0.32;0.24;6
0.9916;1.2;10.5;99.0;0.036;23.0;0.31;0.33;6
0.9999;18.05;8.8;144.0;0.05;35.0;0.23;0.42;5
0.9999;18.05;8.8;144.0;0.05;35.0;0.23;0.42;5
0.9936;4.8;10.7;131.0;0.04;16.0;0.24;0.33;6
0.9972;12.6;9.5;187.0;0.045;45.0;0.29;0.2;5
0.9933;4.5;10.9;150.0;0.033;46.0;0.17;0.28;6
0.9934;4.5;10.8;140.0;0.027;34.0;0.14;0.25;6
0.9931;4.7;10.8;133.0;0.037;39.0;0.17;0.28;7
0.9976;11.9;9.2;148.0;0.053;25.0;0.28;0.25;5
0.9937;5.0;10.3;198.0;0.046;48.0;0.35;0.14;5
0.9937;5.8;10.3;197.0;0.046;49.0;0.335;0.14;5
0.991;1.2;11.0;127.0;0.047;33.0;0.235;0.29;7
0.9979;12.9;9.0;189.0;0.054;34.0;0.28;0.25;4
0.9971;13.9;10.4;179.0;0.046;68.0;0.21;0.33;6
0.9969;11.5;9.5;163.0;0.05;34.0;0.24;0.28;5
0.9968;11.4;9.5;166.0;0.051;32.0;0.24;0.29;5
0.9961;7.8;9.0;166.0;0.058;44.0;0.26;0.25;5
0.993;1.1;9.5;151.0;0.061;7.0;0.33;0.72;4
0.9973;12.2;9.0;146.0;0.05;57.0;0.105;0.34;6
0.9944;5.9;10.0;190.0;0.041;34.0;0.32;0.12;5
0.9986;14.4;9.1;189.0;0.067;35.0;0.26;0.34;7
0.9986;14.4;9.1;189.0;0.067;35.0;0.26;0.34;7
0.9986;14.4;9.1;189.0;0.067;35.0;0.26;0.34;7
0.9986;14.4;9.1;189.0;0.067;35.0;0.26;0.34;7
0.9972;12.3;9.5;134.0;0.053;34.0;0.24;0.26;6
0.9917;2.5;11.4;138.0;0.048;70.0;0.21;0.37;7
0.992;5.3;12.2;117.0;0.03;30.0;0.27;0.35;6
0.9932;4.9;11.3;95.0;0.028;27.0;0.27;0.35;6
0.9936;3.2;10.2;136.0;0.05;14.0;0.34;0.21;5
0.9915;3.1;11.3;188.0;0.052;41.0;0.27;0.25;5
0.9922;1.4;10.0;234.5;0.038;122.5;0.29;0.16;4
0.9934;1.9;9.4;86.0;0.049;12.0;0.28;0.26;5
0.9952;14.0;12.2;133.0;0.032;47.0;0.25;0.34;7
0.9972;8.3;9.2;188.0;0.094;23.0;0.57;0.1;4
0.9934;1.9;9.4;86.0;0.049;12.0;0.28;0.26;5
0.9958;7.4;9.6;182.0;0.052;49.0;0.17;0.38;6
0.9944;1.4;9.5;130.0;0.056;24.0;0.28;0.22;5
0.9908;1.7;12.5;195.0;0.036;38.0;0.22;0.37;6
0.9958;7.4;9.6;182.0;0.052;49.0;0.17;0.38;6
0.9925;1.3;10.0;173.0;0.047;37.0;0.14;0.25;6
0.9966;11.6;9.3;211.0;0.047;60.0;0.24;0.5;5
0.9972;9.2;9.3;199.0;0.058;34.0;0.42;0.26;6
0.9912;1.7;11.6;101.0;0.038;22.0;0.28;0.36;6
0.995;14.5;12.5;150.0;0.039;46.0;0.32;0.34;8
0.9928;2.1;10.6;130.0;0.038;18.0;0.31;0.3;6
0.9968;10.7;9.4;206.0;0.047;57.0;0.32;0.5;5
0.9955;6.9;9.1;201.0;0.056;44.0;0.28;0.25;6
0.9981;12.0;9.0;224.0;0.057;48.0;0.29;0.25;6
0.991;4.75;11.8;94.0;0.033;23.0;0.32;0.38;7
0.991;4.75;11.8;94.0;0.033;23.0;0.32;0.38;7
0.991;4.75;11.8;94.0;0.033;23.0;0.32;0.38;7
0.992;1.4;10.0;159.0;0.043;64.0;0.28;0.14;5
0.9931;1.3;9.7;171.0;0.058;12.0;0.34;0.69;5
0.997;11.3;9.5;165.0;0.052;30.0;0.25;0.25;6
0.9948;4.5;9.4;174.0;0.24;61.0;0.27;0.32;5
0.9923;1.7;11.2;183.0;0.052;50.0;0.46;0.31;5
0.9976;13.2;9.0;201.0;0.051;54.0;0.36;0.26;5
0.9938;5.5;10.7;114.0;0.043;21.0;0.22;0.35;7
0.9984;13.0;9.0;193.0;0.29;22.0;0.67;0.3;4
0.9972;10.7;9.1;222.0;0.044;61.0;0.28;0.3;6
0.9922;2.0;10.8;125.0;0.039;34.0;0.17;0.37;7
0.9935;1.9;10.1;136.0;0.043;25.0;0.2;0.34;4
0.9944;6.4;9.9;198.0;0.037;36.0;0.36;0.16;6
0.9942;6.3;9.8;191.0;0.036;36.0;0.36;0.16;5
0.9944;6.3;9.8;185.0;0.036;34.0;0.37;0.14;5
0.9997;17.5;9.5;225.0;0.041;51.0;0.29;0.58;6
0.9977;14.7;9.5;198.0;0.047;49.0;0.34;0.28;5
0.9912;1.0;11.1;94.0;0.022;22.0;0.19;0.34;6
0.9982;14.8;9.5;204.0;0.039;62.0;0.31;0.51;5
0.9982;14.8;9.5;204.0;0.039;62.0;0.31;0.51;5
0.9983;14.2;9.4;204.0;0.042;62.0;0.31;0.48;5
0.998;13.1;9.7;197.0;0.042;29.0;0.4;0.7;5
0.9894;2.4;13.9;135.0;0.03;19.0;0.34;0.22;7
0.9927;1.2;10.1;84.0;0.042;20.0;0.38;0.18;4
0.9917;1.1;10.5;110.0;0.038;30.0;0.33;0.28;6
0.9904;3.6;12.6;115.0;0.037;18.0;0.25;0.26;6
0.993;6.1;10.9;41.0;0.032;13.0;0.27;0.46;5
0.9941;6.3;10.0;218.0;0.041;50.0;0.31;0.21;5
0.9943;4.4;11.2;166.0;0.046;57.0;0.18;0.45;6
0.99855;13.9;10.0;130.0;0.05;44.0;0.2;0.44;6
0.99345;1.0;9.2;98.0;0.044;13.0;0.47;0.21;5
0.998;12.1;9.5;172.0;0.046;51.0;0.25;0.24;5
0.9916;1.6;12.3;128.0;0.035;31.0;0.27;0.43;6
0.9916;1.6;12.3;128.0;0.035;31.0;0.27;0.43;6
0.99475;7.5;10.0;213.0;0.04;57.0;0.31;0.39;5
0.99325;2.7;10.8;187.0;0.038;39.0;0.39;0.26;6
0.9933;1.7;10.5;150.0;0.038;41.0;0.21;0.27;7
0.9969;9.2;9.2;221.0;0.048;22.0;0.42;0.31;6
1.0002;18.75;9.1;157.0;0.042;34.0;0.27;0.41;5
0.9933;1.7;10.5;150.0;0.038;41.0;0.21;0.27;7
0.9937;1.8;10.2;127.0;0.042;35.0;0.29;0.5;7
0.99685;9.0;8.9;178.0;0.053;62.0;0.29;0.44;5
0.99455;1.5;10.4;182.0;0.046;15.0;0.3;0.44;5
0.9917;1.6;11.7;128.0;0.032;23.0;0.31;0.34;6
0.99035;1.3;12.4;89.0;0.02;29.0;0.33;0.31;8
0.9914;1.8;10.9;122.0;0.028;23.0;0.3;0.4;7
0.99225;1.2;10.2;136.0;0.041;35.0;0.39;0.21;5
0.99155;2.8;11.7;114.0;0.038;41.0;0.24;0.31;7
0.9954;8.0;9.4;101.0;0.057;19.0;0.21;0.34;5
0.99455;5.3;10.5;157.0;0.043;42.0;0.16;0.31;5
0.9924;0.8;9.4;188.0;0.185;12.0;0.33;0.27;5
0.99695;13.8;10.4;139.0;0.042;25.0;0.23;0.33;6
0.99655;10.0;9.5;240.0;0.044;78.0;0.25;0.48;6
0.9934;6.0;11.1;49.0;0.022;14.0;0.28;0.45;7
0.998;14.4;9.1;183.0;0.052;40.0;0.25;0.3;6
0.9971;9.8;9.2;191.0;0.04;28.0;0.38;0.25;5
0.9948;5.5;9.6;129.0;0.038;15.0;0.25;0.3;6
0.998;14.4;9.1;183.0;0.052;40.0;0.25;0.3;6
0.9971;9.8;9.2;191.0;0.04;28.0;0.38;0.25;5
0.99215;3.8;10.8;142.0;0.021;40.0;0.21;0.31;7
0.9948;5.5;9.6;129.0;0.038;15.0;0.25;0.3;6
0.9915;4.6;12.6;19.0;0.022;5.0;0.39;0.4;3
0.99115;1.5;11.0;57.0;0.031;21.0;0.2;0.3;6
0.9932;2.0;10.2;136.0;0.03;26.0;0.2;0.37;6
0.9977;12.5;9.4;152.0;0.034;38.0;0.26;0.25;5
0.99535;7.5;10.0;160.0;0.041;24.0;0.38;0.27;5
0.99165;2.1;12.2;113.0;0.022;34.0;0.2;1.66;6
0.9953;8.5;10.5;253.0;0.033;31.0;0.21;0.34;6
0.9928;7.6;11.5;177.0;0.024;56.0;0.29;0.4;6
0.9958;8.1;9.8;176.0;0.049;44.0;0.18;0.38;6
0.9928;7.35;11.4;175.0;0.025;51.0;0.3;0.42;6
0.9928;7.6;11.5;177.0;0.024;56.0;0.29;0.4;6
0.9964;10.0;10.2;167.0;0.036;78.0;0.2;0.5;6
0.9987;14.0;9.4;160.0;0.038;83.0;0.2;0.42;6
0.9953;8.5;10.5;253.0;0.033;31.0;0.21;0.34;6
0.9932;2.2;9.1;138.0;0.11;14.0;0.35;0.47;5
0.9907;1.8;12.2;107.0;0.032;32.0;0.28;0.44;7
0.99755;11.1;9.5;175.0;0.056;45.0;0.25;0.28;5
0.99935;15.2;9.3;178.0;0.051;68.0;0.22;0.37;6
0.9932;1.2;9.8;136.0;0.051;55.0;0.14;0.4;7
0.9932;1.2;9.8;134.0;0.047;54.0;0.13;0.4;7
0.9958;8.1;9.8;176.0;0.049;44.0;0.18;0.38;6
0.99585;8.1;9.8;173.0;0.05;42.0;0.2;0.38;6
1.00055;19.3;8.7;247.0;0.057;55.0;0.24;0.49;5
0.9985;18.6;10.2;128.0;0.039;38.0;0.44;0.04;6
0.99505;5.0;9.5;168.0;0.042;36.0;0.3;0.28;6
0.992;1.6;11.0;135.0;0.05;35.0;0.27;0.42;6
0.9988;13.4;9.2;238.0;0.078;81.0;0.5;0.63;5
0.99175;1.6;10.9;46.0;0.028;7.0;0.2;0.36;6
0.9962;8.8;9.3;113.0;0.043;41.0;0.11;0.34;7
0.9962;8.8;9.3;113.0;0.043;41.0;0.11;0.34;7
0.9942;5.2;9.8;120.0;0.045;29.0;0.12;0.31;7
0.9927;1.1;9.3;140.0;0.13;58.0;0.16;0.57;7
0.9927;1.1;9.3;144.0;0.135;61.0;0.21;0.6;7
0.99985;16.7;9.4;172.0;0.039;49.0;0.27;0.3;5
0.997;10.6;10.4;124.0;0.035;28.0;0.27;0.45;9
0.9918;2.2;12.1;104.0;0.115;29.0;0.225;0.48;6
0.99215;1.5;11.0;98.0;0.039;18.0;0.14;0.45;6
0.99865;13.7;9.0;197.0;0.052;47.0;0.23;0.19;5
0.9992;15.0;9.5;178.0;0.053;59.0;0.22;0.37;7
1.0006;14.1;8.8;145.0;0.053;43.0;0.17;0.44;8
0.99135;1.4;11.2;55.0;0.042;7.0;0.395;0.0;4
0.99715;9.5;9.3;213.0;0.056;44.0;0.29;0.22;6
0.9992;15.0;9.5;178.0;0.053;59.0;0.22;0.37;7
1.0006;14.1;8.8;145.0;0.053;43.0;0.17;0.44;8
0.99865;13.7;9.0;197.0;0.052;47.0;0.23;0.19;5
0.99815;10.6;9.3;119.0;0.039;31.0;0.3;0.27;6
0.99815;11.0;9.2;117.0;0.04;31.0;0.34;0.28;6
0.99815;11.0;9.2;117.0;0.04;31.0;0.34;0.28;6
0.9949;7.0;10.0;116.0;0.037;26.0;0.34;0.16;7
0.99815;10.6;9.3;119.0;0.039;31.0;0.3;0.27;6
0.99815;11.0;9.2;117.0;0.04;31.0;0.34;0.28;6
0.99225;2.0;10.9;92.0;0.033;28.0;0.24;0.3;7
0.99445;4.9;10.0;144.0;0.046;34.0;0.46;0.08;5
0.99225;2.0;10.9;92.0;0.033;28.0;0.24;0.3;7
0.99335;1.4;9.3;173.0;0.049;38.0;0.32;0.27;5
0.99625;7.3;9.0;157.0;0.05;37.0;0.31;0.26;5
0.9971;8.8;9.2;215.0;0.054;42.0;0.42;0.23;6
